# Zeit / s, Strecke / m
306.33063,118.26309
306.39064,118.79344
306.45065,119.32171
306.51065,119.85422
306.57066,120.38361
306.63066,120.91813
306.69067,121.44725
306.75068,121.98027
306.81068,122.51590
306.87069,123.05006
306.93069,123.57910
306.99070,124.11416
307.05071,124.64482
307.11071,125.17883
307.17072,0.04983
307.23072,0.58074
307.29073,1.11293
307.35074,1.64649
307.41074,2.17773
307.47075,2.71261
307.53075,3.24360
307.59076,3.77546
307.65077,4.30489
307.71077,4.83337
307.77078,5.36618
307.83078,5.89516
307.89079,6.42448
307.95080,6.95483
308.01080,7.48798
308.07081,8.02181
308.13081,8.55322
308.19082,9.08184
308.25083,9.61127
308.31083,10.14063
308.37084,10.66976
308.43084,11.19751
308.49085,11.73008
308.55086,12.25636
308.61086,12.78528
308.67087,13.31600
308.73087,13.84277
308.79088,14.37328
308.85089,14.90604
308.91089,15.43139
308.97090,15.96528
309.03090,16.49554
309.09091,17.02543
309.15092,17.55508
309.21092,18.08388
309.27093,18.61733
309.33093,19.14613
309.39094,19.67214
309.45095,20.20181
309.51095,20.73309
309.57096,21.26333
309.63096,21.79388
309.69097,22.31987
309.75098,22.84679
309.81098,23.37439
309.87099,23.90006
309.93099,24.42838
309.99100,24.95444
310.05101,25.47996
310.11101,26.01235
310.17102,26.54044
310.23102,27.06974
310.29103,27.59768
310.35104,28.12540
310.41104,28.65069
310.47105,29.18035
310.53105,29.70960
310.59106,30.23476
310.65107,30.76387
310.71107,31.28740
310.77108,31.81384
310.83108,32.34171
310.89109,32.86653
310.95110,33.39209
311.01110,33.91491
311.07111,34.43800
311.13111,34.96551
311.19112,35.49080
311.25113,36.01434
311.31113,36.54255
311.37114,37.06834
311.43114,37.59568
311.49115,38.12136
311.55116,38.64904
311.61116,39.17736
311.67117,39.70533
311.73117,40.23011
311.79118,40.75745
311.85119,41.28779
311.91119,41.81275
311.97120,42.34020
312.03120,42.86659
312.09121,43.38918
312.15122,43.91397
312.21122,44.43799
312.27123,44.96439
312.33123,45.48984
312.39124,46.01531
312.45125,46.53882
312.51125,47.06481
312.57126,47.59256
312.63126,48.11342
312.69127,48.64027
312.75128,49.16187
312.81128,49.68700
312.87129,50.20821
312.93129,50.72969
312.99130,51.25448
313.05131,51.77891
313.11131,52.30415
313.17132,52.82619
313.23132,53.34992
313.29133,53.87349
313.35134,54.39465
313.41134,54.91463
313.47135,55.44133
313.53135,55.96680
313.59136,56.49081
313.65137,57.01508
313.71137,57.53523
313.77138,58.05941
313.83138,58.58264
313.89139,59.10649
313.95140,59.63005
314.01140,60.15239
314.07141,60.67458
314.13141,61.19949
314.19142,61.72014
314.25143,62.24482
314.31143,62.76628
314.37144,63.29337
314.43144,63.81527
314.49145,64.33699
314.55146,64.86340
314.61146,65.38202
314.67147,65.90452
314.73147,66.42778
314.79148,66.94919
314.85149,67.46827
314.91149,67.99258
314.97150,68.51730
315.03150,69.03910
315.09151,69.55894
315.15152,70.08359
315.21152,70.60655
315.27153,71.12755
315.33153,71.64916
315.39154,72.16805
315.45155,72.68497
315.51155,73.20807
315.57156,73.72753
315.63156,74.24656
315.69157,74.76751
315.75158,75.29231
315.81158,75.81433
315.87159,76.33760
315.93159,76.85513
315.99160,77.37689
316.05161,77.90096
316.11161,78.41971
316.17162,78.94049
316.23162,79.46206
316.29163,79.98149
316.35164,80.50075
316.41164,81.02095
316.47165,81.53904
316.53165,82.05729
316.59166,82.57958
316.65167,83.10118
316.71167,83.61838
316.77168,84.13755
316.83168,84.65833
316.89169,85.17708
316.95170,85.69844
317.01170,86.21465
317.07171,86.73872
317.13171,87.25648
317.19172,87.77255
317.25173,88.28993
317.31173,88.81044
317.37174,89.32764
317.43174,89.84606
317.49175,90.36191
317.55176,90.87798
317.61176,91.39410
317.67177,91.91270
317.73177,92.43137
317.79178,92.94887
317.85179,93.46841
317.91179,93.98351
317.97180,94.50286
318.03180,95.02142
318.09181,95.53857
318.15182,96.05951
318.21182,96.57348
318.27183,97.08674
318.33183,97.60564
318.39184,98.12305
318.45185,98.64151
318.51185,99.15959
318.57186,99.67617
318.63186,100.19496
318.69187,100.71553
318.75188,101.23149
318.81188,101.74707
318.87189,102.26162
318.93189,102.77774
318.99190,103.29244
319.05191,103.81132
319.11191,104.32675
319.17192,104.84155
319.23192,105.35615
319.29193,105.87625
319.35194,106.39255
319.41194,106.90941
319.47195,107.42833
319.53195,107.94212
319.59196,108.45787
319.65197,108.97306
319.71197,109.49126
319.77198,110.00330
319.83198,110.52018
319.89199,111.03792
319.95200,111.55679
320.01200,112.07429
320.07201,112.58590
320.13201,113.09986
320.19202,113.61648
320.25203,114.13388
320.31203,114.64895
320.37204,115.16439
320.43204,115.68218
320.49205,116.19706
320.55206,116.71413
320.61206,117.23062
320.67207,117.74332
320.73207,118.25885
320.79208,118.77139
320.85209,119.28812
320.91209,119.80313
320.97210,120.31777
321.03210,120.83398
321.09211,121.35336
321.15212,121.87006
321.21212,122.38400
321.27213,122.89482
321.33213,123.40773
321.39214,123.91870
321.45215,124.43260
321.51215,124.94766
321.57216,125.45992
321.63216,0.30958
321.69217,0.82561
321.75218,1.33907
321.81218,1.84928
321.87219,2.36434
321.93219,2.87850
321.99220,3.38952
322.05221,3.90303
322.11221,4.41744
322.17222,4.93032
322.23222,5.44193
322.29223,5.95830
322.35224,6.47193
322.41224,6.98525
322.47225,7.49640
322.53225,8.00933
322.59226,8.52134
322.65227,9.03035
322.71227,9.54219
322.77228,10.05752
322.83228,10.57231
322.89229,11.08722
322.95230,11.59832
323.01230,12.11252
323.07231,12.62594
323.13231,13.14055
323.19232,13.65247
323.25233,14.16629
323.31233,14.67657
323.37234,15.18695
323.43234,15.70137
323.49235,16.21452
323.55236,16.72714
323.61236,17.24206
323.67237,17.74986
323.73237,18.26378
323.79238,18.77517
323.85239,19.28776
323.91239,19.79809
323.97240,20.30680
324.03240,20.81829
324.09241,21.32773
324.15242,21.83709
324.21242,22.34921
324.27243,22.86089
324.33243,23.37189
324.39244,23.88227
324.45245,24.39023
324.51245,24.90330
324.57246,25.41438
324.63246,25.92361
324.69247,26.43310
324.75248,26.94400
324.81248,27.45535
324.87249,27.96479
324.93249,28.47768
324.99250,28.99001
325.05251,29.50295
325.11251,30.01403
325.17252,30.52279
325.23252,31.02890
325.29253,31.53737
325.35254,32.04699
325.41254,32.55561
325.47255,33.06342
325.53255,33.57367
325.59256,34.08377
325.65257,34.59262
325.71257,35.10028
325.77258,35.61150
325.83258,36.12020
325.89259,36.62822
325.95260,37.13889
326.01260,37.64869
326.07261,38.15731
326.13261,38.66852
326.19262,39.17437
326.25263,39.68567
326.31263,40.19027
326.37264,40.69714
326.43264,41.20241
326.49265,41.71262
326.55266,42.22072
326.61266,42.73334
326.67267,43.24202
326.73267,43.74662
326.79268,44.25444
326.85269,44.75989
326.91269,45.27035
326.97270,45.77325
327.03270,46.27842
327.09271,46.78677
327.15272,47.29636
327.21272,47.80199
327.27273,48.30843
327.33273,48.81865
327.39274,49.32425
327.45275,49.83052
327.51275,50.33880
327.57276,50.84635
327.63276,51.35025
327.69277,51.85663
327.75278,52.36362
327.81278,52.86943
327.87279,53.37752
327.93279,53.88205
327.99280,54.38573
328.05281,54.89363
328.11281,55.39980
328.17282,55.90666
328.23282,56.41607
328.29283,56.91898
328.35284,57.42605
328.41284,57.93277
328.47285,58.43619
328.53285,58.94180
328.59286,59.44844
328.65287,59.95165
328.71287,60.45657
328.77288,60.96261
328.83288,61.46641
328.89289,61.97189
328.95290,62.47841
329.01290,62.98253
329.07291,63.49109
329.13291,63.99796
329.19292,64.50637
329.25293,65.01107
329.31293,65.51400
329.37294,66.01693
329.43294,66.52465
329.49295,67.02668
329.55296,67.53469
329.61296,68.03856
329.67297,68.54439
329.73297,69.05009
329.79298,69.55485
329.85299,70.05824
329.91299,70.56258
329.97300,71.06845
330.03300,71.57086
330.09301,72.07277
330.15302,72.57296
330.21302,73.07521
330.27303,73.57609
330.33303,74.07628
330.39304,74.57952
330.45305,75.07910
330.51305,75.58642
330.57306,76.08939
330.63306,76.59351
330.69307,77.09627
330.75308,77.59889
330.81308,78.09904
330.87309,78.60338
330.93309,79.10663
330.99310,79.61004
331.05311,80.11279
331.11311,80.61212
331.17312,81.11735
331.23312,81.61801
331.29313,82.11678
331.35314,82.61579
331.41314,83.11898
331.47315,83.62387
331.53315,84.13018
331.59316,84.63117
331.65317,85.13406
331.71317,85.63890
331.77318,86.14050
331.83318,86.64370
331.89319,87.14453
331.95320,87.64566
332.01320,88.14878
332.07321,88.64896
332.13321,89.15090
332.19322,89.65252
332.25323,90.15400
332.31323,90.65242
332.37324,91.15420
332.43324,91.65392
332.49325,92.15908
332.55326,92.65777
332.61326,93.15921
332.67327,93.66128
332.73327,94.16115
332.79328,94.66340
332.85329,95.16424
332.91329,95.66271
332.97330,96.16569
333.03330,96.66375
333.09331,97.16069
333.15332,97.66088
333.21332,98.16258
333.27333,98.66620
333.33333,99.16339
333.39334,99.65915
333.45335,100.15696
333.51335,100.65964
333.57336,101.16006
333.63336,101.66043
333.69337,102.15649
333.75338,102.65795
333.81338,103.15660
333.87339,103.65419
333.93339,104.15592
333.99340,104.65787
334.05341,105.15912
334.11341,105.65688
334.17342,106.15510
334.23342,106.65358
334.29343,107.15012
334.35344,107.64899
334.41344,108.14686
334.47345,108.64546
334.53345,109.14724
334.59346,109.64683
334.65347,110.14591
334.71347,110.64736
334.77348,111.14459
334.83348,111.64345
334.89349,112.14342
334.95350,112.64069
335.01350,113.14022
335.07351,113.63478
335.13351,114.13405
335.19352,114.63272
335.25353,115.13263
335.31353,115.63121
335.37354,116.12855
335.43354,116.62542
335.49355,117.12316
335.55356,117.62254
335.61356,118.11831
335.67357,118.61506
335.73357,119.11560
335.79358,119.61259
335.85359,120.10882
335.91359,120.60878
335.97360,121.10769
336.03360,121.60856
336.09361,122.10539
336.15362,122.60294
336.21362,123.10115
336.27363,123.59474
336.33363,124.09053
336.39364,124.58801
336.45365,125.08476
336.51365,125.58327
336.57366,0.41541
336.63366,0.91044
336.69367,1.41015
336.75368,1.90257
336.81368,2.40030
336.87369,2.89542
336.93369,3.39306
336.99370,3.88924
337.05371,4.38522
337.11371,4.87965
337.17372,5.37491
337.23372,5.87012
337.29373,6.36537
337.35374,6.86298
337.41374,7.35865
337.47375,7.85529
337.53375,8.34780
337.59376,8.84297
337.65377,9.33633
337.71377,9.82920
337.77378,10.32209
337.83378,10.81874
337.89379,11.31588
337.95380,11.81144
338.01380,12.30308
338.07381,12.79973
338.13381,13.29741
338.19382,13.78806
338.25383,14.28214
338.31383,14.77683
338.37384,15.26982
338.43384,15.76145
338.49385,16.25428
338.55386,16.74935
338.61386,17.24431
338.67387,17.73759
338.73387,18.23214
338.79388,18.72311
338.85389,19.21875
338.91389,19.71005
338.97390,20.19987
339.03390,20.69379
339.09391,21.18579
339.15392,21.67656
339.21392,22.16867
339.27393,22.66462
339.33393,23.16149
339.39394,23.65256
339.45395,24.14545
339.51395,24.63927
339.57396,25.13256
339.63396,25.62529
339.69397,26.11902
339.75398,26.61142
339.81398,27.10400
339.87399,27.59488
339.93399,28.08513
339.99400,28.57972
340.05401,29.06865
340.11401,29.56070
340.17402,30.05240
340.23402,30.54237
340.29403,31.02968
340.35404,31.52094
340.41404,32.01335
340.47405,32.50681
340.53405,32.99923
340.59406,33.48938
340.65407,33.97833
340.71407,34.46891
340.77408,34.95680
340.83408,35.44610
340.89409,35.93821
340.95410,36.43047
341.01410,36.92197
341.07411,37.41528
341.13411,37.90617
341.19412,38.39455
341.25413,38.88585
341.31413,39.37612
341.37414,39.86215
341.43414,40.35413
341.49415,40.84202
341.55416,41.33259
341.61416,41.82335
341.67417,42.31455
341.73417,42.80761
341.79418,43.29697
341.85419,43.78693
341.91419,44.27648
341.97420,44.76616
342.03420,45.26043
342.09421,45.75109
342.15422,46.23795
342.21422,46.72824
342.27423,47.21774
342.33423,47.70764
342.39424,48.19558
342.45425,48.68623
342.51425,49.17475
342.57426,49.66656
342.63426,50.15564
342.69427,50.64907
342.75428,51.13471
342.81428,51.62376
342.87429,52.11303
342.93429,52.60454
342.99430,53.09166
343.05431,53.58108
343.11431,54.06955
343.17432,54.55708
343.23432,55.04820
343.29433,55.53766
343.35434,56.02443
343.41434,56.51014
343.47435,56.99825
343.53435,57.48491
343.59436,57.97283
343.65437,58.46346
343.71437,58.94735
343.77438,59.43206
343.83438,59.91752
343.89439,60.40342
343.95440,60.89371
344.01440,61.38057
344.07441,61.86890
344.13441,62.35451
344.19442,62.84174
344.25443,63.33134
344.31443,63.81929
344.37444,64.30238
344.43444,64.78882
344.49445,65.27987
344.55446,65.76443
344.61446,66.24964
344.67447,66.73899
344.73447,67.22498
344.79448,67.71116
344.85449,68.19608
344.91449,68.68047
344.97450,69.16775
345.03450,69.65343
345.09451,70.13716
345.15452,70.62296
345.21452,71.10636
345.27453,71.59088
345.33453,72.07761
345.39454,72.56293
345.45455,73.04580
345.51455,73.52767
345.57456,74.01355
345.63456,74.49584
345.69457,74.98384
345.75458,75.46852
345.81458,75.95016
345.87459,76.43404
345.93459,76.91525
345.99460,77.40268
346.05461,77.89145
346.11461,78.37456
346.17462,78.85750
346.23462,79.34458
346.29463,79.83263
346.35464,80.31739
346.41464,80.80380
346.47465,81.28763
346.53465,81.76957
346.59466,82.25109
346.65467,82.73248
346.71467,83.21590
346.77468,83.70097
346.83468,84.18353
346.89469,84.66583
346.95470,85.14661
347.01470,85.63238
347.07471,86.11489
347.13471,86.59758
347.19472,87.08224
347.25473,87.56294
347.31473,88.04396
347.37474,88.52665
347.43474,89.01169
347.49475,89.49610
347.55476,89.97873
347.61476,90.46024
347.67477,90.94071
347.73477,91.42318
347.79478,91.90598
347.85479,92.39032
347.91479,92.87511
347.97480,93.35729
348.03480,93.84061
348.09481,94.32300
348.15482,94.80773
348.21482,95.28780
348.27483,95.77118
348.33483,96.25564
348.39484,96.73711
348.45485,97.22208
348.51485,97.70205
348.57486,98.18675
348.63486,98.66527
348.69487,99.14809
348.75488,99.62521
348.81488,100.10242
348.87489,100.58399
348.93489,101.06687
348.99490,101.54885
349.05491,102.03298
349.11491,102.51375
349.17492,102.99328
349.23492,103.47586
349.29493,103.95668
349.35494,104.43787
349.41494,104.91757
349.47495,105.40054
349.53495,105.87922
349.59496,106.36232
349.65497,106.84189
349.71497,107.32479
349.77498,107.80697
349.83498,108.28359
349.89499,108.76485
349.95500,109.24522
350.01500,109.72512
350.07501,110.20665
350.13501,110.68756
350.19502,111.16599
350.25503,111.64342
350.31503,112.12417
350.37504,112.60344
350.43504,113.08478
350.49505,113.56284
350.55506,114.04205
350.61506,114.51754
350.67507,114.99371
350.73507,115.47336
350.79508,115.94911
350.85509,116.43100
350.91509,116.90955
350.97510,117.38937
351.03510,117.86374
351.09511,118.34250
351.15512,118.82220
351.21512,119.30367
351.27513,119.78274
351.33513,120.26135
351.39514,120.74014
351.45515,121.21859
351.51515,121.69714
351.57516,122.17532
351.63516,122.65394
351.69517,123.13223
351.75518,123.60972
351.81518,124.08910
351.87519,124.56863
351.93519,125.04707
351.99520,125.52606
352.05521,0.33861
352.11521,0.81579
352.17522,1.29071
352.23522,1.77163
352.29523,2.25185
352.35524,2.73140
352.41524,3.20728
352.47525,3.68496
352.53525,4.16172
352.59526,4.63873
352.65527,5.11890
352.71527,5.59785
352.77528,6.07418
352.83528,6.55411
352.89529,7.03184
352.95530,7.50434
353.01530,7.98207
353.07531,8.45854
353.13531,8.93613
353.19532,9.41116
353.25533,9.88867
353.31533,10.36652
353.37534,10.84480
353.43534,11.31751
353.49535,11.79694
353.55536,12.27058
353.61536,12.74789
353.67537,13.22501
353.73537,13.70088
353.79538,14.17583
353.85539,14.65087
353.91539,15.12917
353.97540,15.60468
354.03540,16.07923
354.09541,16.55288
354.15542,17.03032
354.21542,17.50177
354.27543,17.97714
354.33543,18.45236
354.39544,18.92742
354.45545,19.40189
354.51545,19.87753
354.57546,20.35458
354.63546,20.82644
354.69547,21.30346
354.75548,21.77610
354.81548,22.24964
354.87549,22.72357
354.93549,23.19494
354.99550,23.66741
355.05551,24.14044
355.11551,24.61263
355.17552,25.08711
355.23552,25.56106
355.29553,26.03647
355.35554,26.51213
355.41554,26.98151
355.47555,27.45472
355.53555,27.92740
355.59556,28.39849
355.65557,28.87192
355.71557,29.34311
355.77558,29.81817
355.83558,30.29120
355.89559,30.76478
355.95560,31.23823
356.01560,31.70758
356.07561,32.18010
356.13561,32.65576
356.19562,33.12795
356.25563,33.60317
356.31563,34.07493
356.37564,34.54789
356.43564,35.01928
356.49565,35.49420
356.55566,35.96716
356.61566,36.43656
356.67567,36.90613
356.73567,37.37994
356.79568,37.85467
356.85569,38.32401
356.91569,38.79899
356.97570,39.26664
357.03570,39.74007
357.09571,40.21033
357.15572,40.68205
357.21572,41.15386
357.27573,41.62832
357.33573,42.10191
357.39574,42.57721
357.45575,43.04755
357.51575,43.51909
357.57576,43.99294
357.63576,44.45945
357.69577,44.92867
357.75578,45.39799
357.81578,45.86844
357.87579,46.33832
357.93579,46.81245
357.99580,47.28266
358.05581,47.75113
358.11581,48.22110
358.17582,48.69070
358.23582,49.16246
358.29583,49.63344
358.35584,50.10190
358.41584,50.57321
358.47585,51.03919
358.53585,51.50719
358.59586,51.97363
358.65587,52.44315
358.71587,52.91171
358.77588,53.37791
358.83588,53.84436
358.89589,54.31551
358.95590,54.78684
359.01590,55.25685
359.07591,55.72850
359.13591,56.19954
359.19592,56.66786
359.25593,57.13888
359.31593,57.60688
359.37594,58.07820
359.43594,58.54577
359.49595,59.01238
359.55596,59.47687
359.61596,59.94826
359.67597,60.41381
359.73597,60.88068
359.79598,61.34926
359.85599,61.81805
359.91599,62.28893
359.97600,62.75622
360.03600,63.22191
360.09601,63.69080
360.15602,64.15960
360.21602,64.62730
360.27603,65.09542
360.33603,65.56612
360.39604,66.03188
360.45605,66.49675
360.51605,66.96533
360.57606,67.43142
360.63606,67.89821
360.69607,68.36516
360.75608,68.83166
360.81608,69.30226
360.87609,69.76935
360.93609,70.23438
360.99610,70.69979
361.05611,71.16589
361.11611,71.63123
361.17612,72.10035
361.23612,72.56350
361.29613,73.03096
361.35614,73.49421
361.41614,73.95729
361.47615,74.42264
361.53615,74.89066
361.59616,75.35675
361.65617,75.82234
361.71617,76.28710
361.77618,76.75341
361.83618,77.21810
361.89619,77.68184
361.95620,78.14891
362.01620,78.61581
362.07621,79.07810
362.13621,79.54621
362.19622,80.01024
362.25623,80.47445
362.31623,80.93716
362.37624,81.40188
362.43624,81.86799
362.49625,82.33006
362.55626,82.79760
362.61626,83.26152
362.67627,83.72628
362.73627,84.19332
362.79628,84.65504
362.85629,85.12034
362.91629,85.58756
362.97630,86.05109
363.03630,86.51800
363.09631,86.98021
363.15632,87.44444
363.21632,87.90726
363.27633,88.37351
363.33633,88.84026
363.39634,89.30351
363.45635,89.76646
363.51635,90.23010
363.57636,90.69685
363.63636,91.15917
363.69637,91.62394
363.75638,92.08820
363.81638,92.55170
363.87639,93.01620
363.93639,93.47957
363.99640,93.94216
364.05641,94.40463
364.11641,94.87045
364.17642,95.33327
364.23642,95.79737
364.29643,96.25897
364.35644,96.72176
364.41644,97.18208
364.47645,97.64269
364.53645,98.10835
364.59646,98.56940
364.65647,99.03345
364.71647,99.49270
364.77648,99.95768
364.83648,100.41647
364.89649,100.87953
364.95650,101.34333
365.01650,101.80339
365.07651,102.26525
365.13651,102.72727
365.19652,103.18958
365.25653,103.65018
365.31653,104.10889
365.37654,104.57182
365.43654,105.03611
365.49655,105.49797
365.55656,105.95859
365.61656,106.42148
365.67657,106.88571
365.73657,107.34695
365.79658,107.80653
365.85659,108.26751
365.91659,108.72745
365.97660,109.18641
366.03660,109.64319
366.09661,110.10592
366.15662,110.56669
366.21662,111.02484
366.27663,111.48674
366.33663,111.94829
366.39664,112.40927
366.45665,112.86983
366.51665,113.33092
366.57666,113.79252
366.63666,114.25269
366.69667,114.71495
366.75668,115.17430
366.81668,115.63528
366.87669,116.09528
366.93669,116.55733
366.99670,117.01777
367.05671,117.47456
367.11671,117.93540
367.17672,118.39843
367.23672,118.85709
367.29673,119.31838
367.35674,119.77820
367.41674,120.23841
367.47675,120.69753
367.53675,121.15396
367.59676,121.61125
367.65677,122.06866
367.71677,122.52697
367.77678,122.98720
367.83678,123.44367
367.89679,123.90538
367.95680,124.36328
368.01680,124.82048
368.07681,125.28071
368.13681,0.07713
368.19682,0.53810
368.25683,0.99579
368.31683,1.45067
368.37684,1.90967
368.43684,2.36633
368.49685,2.82477
368.55686,3.28010
368.61686,3.73665
368.67687,4.19584
368.73687,4.65331
368.79688,5.11201
368.85689,5.56888
368.91689,6.03004
368.97690,6.48739
369.03690,6.94262
369.09691,7.39709
369.15692,7.85482
369.21692,8.31242
369.27693,8.76965
369.33693,9.22531
369.39694,9.68495
369.45695,10.14399
369.51695,10.60046
369.57696,11.05970
369.63696,11.51579
369.69697,11.97395
369.75698,12.42906
369.81698,12.88847
369.87699,13.34835
369.93699,13.80393
369.99700,14.25993
370.05701,14.71915
370.11701,15.17855
370.17702,15.63434
370.23702,16.09310
370.29703,16.54969
370.35704,17.00638
370.41704,17.46015
370.47705,17.91421
370.53705,18.36639
370.59706,18.82289
370.65707,19.28108
370.71707,19.73572
370.77708,20.18794
370.83708,20.64302
370.89709,21.09981
370.95710,21.55153
371.01710,22.00655
371.07711,22.46269
371.13711,22.91922
371.19712,23.37438
371.25713,23.83132
371.31713,24.28790
371.37714,24.74060
371.43714,25.19601
371.49715,25.65113
371.55716,26.10664
371.61716,26.56370
371.67717,27.01835
371.73717,27.47395
371.79718,27.92652
371.85719,28.37824
371.91719,28.83480
371.97720,29.28915
372.03720,29.74314
372.09721,30.19678
372.15722,30.64934
372.21722,31.10137
372.27723,31.55776
372.33723,32.01093
372.39724,32.46182
372.45725,32.91449
372.51725,33.36607
372.57726,33.81796
372.63726,34.27112
372.69727,34.72343
372.75728,35.17642
372.81728,35.63086
372.87729,36.08322
372.93729,36.53601
372.99730,36.98818
373.05731,37.43783
373.11731,37.88924
373.17732,38.34044
373.23732,38.79487
373.29733,39.24708
373.35734,39.70039
373.41734,40.15446
373.47735,40.60438
373.53735,41.05597
373.59736,41.50629
373.65737,41.95879
373.71737,42.41091
373.77738,42.86102
373.83738,43.31168
373.89739,43.76539
373.95740,44.21424
374.01740,44.66810
374.07741,45.11914
374.13741,45.57025
374.19742,46.02121
374.25743,46.47038
374.31743,46.92036
374.37744,47.37082
374.43744,47.82144
374.49745,48.27235
374.55746,48.72401
374.61746,49.17416
374.67747,49.62219
374.73747,50.07224
374.79748,50.52007
374.85749,50.97183
374.91749,51.42288
374.97750,51.87275
375.03750,52.32490
375.09751,52.77609
375.15752,53.22853
375.21752,53.67532
375.27753,54.12708
375.33753,54.57670
375.39754,55.02212
375.45755,55.47102
375.51755,55.91718
375.57756,56.36905
375.63756,56.81984
375.69757,57.27053
375.75758,57.71662
375.81758,58.16614
375.87759,58.61489
375.93759,59.06314
375.99760,59.51297
376.05761,59.96053
376.11761,60.41218
376.17762,60.86307
376.23762,61.31167
376.29763,61.76281
376.35764,62.21136
376.41764,62.65903
376.47765,63.10891
376.53765,63.55768
376.59766,64.00591
376.65767,64.45575
376.71767,64.90295
376.77768,65.34825
376.83768,65.79802
376.89769,66.24797
376.95770,66.69724
377.01770,67.14414
377.07771,67.58999
377.13771,68.03756
377.19772,68.48524
377.25773,68.93185
377.31773,69.37945
377.37774,69.82437
377.43774,70.27217
377.49775,70.72147
377.55776,71.17133
377.61776,71.62097
377.67777,72.06646
377.73777,72.51376
377.79778,72.95971
377.85779,73.40459
377.91779,73.85179
377.97780,74.30033
378.03780,74.74632
378.09781,75.19322
378.15782,75.63768
378.21782,76.08126
378.27783,76.52992
378.33783,76.97220
378.39784,77.41740
378.45785,77.86610
378.51785,78.31153
378.57786,78.75452
378.63786,79.19954
378.69787,79.64660
378.75788,80.08993
378.81788,80.53187
378.87789,80.97806
378.93789,81.42404
378.99790,81.86957
379.05791,82.31524
379.11791,82.76032
379.17792,83.20652
379.23792,83.64792
379.29793,84.09199
379.35794,84.53964
379.41794,84.98277
379.47795,85.42739
379.53795,85.87185
379.59796,86.31585
379.65797,86.76056
379.71797,87.20138
379.77798,87.64821
379.83798,88.09493
379.89799,88.53735
379.95800,88.98120
380.01800,89.42562
380.07801,89.86964
380.13801,90.31385
380.19802,90.75441
380.25803,91.20175
380.31803,91.64486
380.37804,92.09036
380.43804,92.53317
380.49805,92.97295
380.55806,93.41976
380.61806,93.86093
380.67807,94.30297
380.73807,94.74725
380.79808,95.18797
380.85809,95.63135
380.91809,96.07597
380.97810,96.52091
381.03810,96.96235
381.09811,97.40843
381.15812,97.84917
381.21812,98.29303
381.27813,98.73181
381.33813,99.17338
381.39814,99.61723
381.45815,100.05969
381.51815,100.50488
381.57816,100.94382
381.63816,101.38823
381.69817,101.82992
381.75818,102.27041
381.81818,102.71381
381.87819,103.15259
381.93819,103.59464
381.99820,104.03772
382.05821,104.48046
382.11821,104.91925
382.17822,105.35919
382.23822,105.80254
382.29823,106.24508
382.35824,106.68371
382.41824,107.12685
382.47825,107.56452
382.53825,108.00412
382.59826,108.44598
382.65827,108.88710
382.71827,109.32475
382.77828,109.76524
382.83828,110.20520
382.89829,110.64328
382.95830,111.08068
383.01830,111.52182
383.07831,111.96601
383.13831,112.40792
383.19832,112.84801
383.25833,113.28835
383.31833,113.73243
383.37834,114.17387
383.43834,114.61277
383.49835,115.04943
383.55836,115.48843
383.61836,115.92894
383.67837,116.36865
383.73837,116.80697
383.79838,117.24633
383.85839,117.68767
383.91839,118.12799
383.97840,118.56698
384.03840,119.00563
384.09841,119.44304
384.15842,119.88130
384.21842,120.31930
384.27843,120.76038
384.33843,121.19888
384.39844,121.64168
384.45845,122.07889
384.51845,122.51646
384.57846,122.95685
384.63846,123.39624
384.69847,123.83165
384.75848,124.26920
384.81848,124.70732
384.87849,125.14480
384.93849,125.58541
384.99850,0.36121
385.05851,0.79849
385.11851,1.23732
385.17852,1.67375
385.23852,2.10826
385.29853,2.54538
385.35854,2.97990
385.41854,3.41910
385.47855,3.85770
385.53855,4.29636
385.59856,4.73000
385.65857,5.16442
385.71857,5.60232
385.77858,6.03769
385.83858,6.47153
385.89859,6.91044
385.95860,7.35043
386.01860,7.78613
386.07861,8.22076
386.13861,8.65968
386.19862,9.09367
386.25863,9.52858
386.31863,9.96485
386.37864,10.39854
386.43864,10.83317
386.49865,11.26794
386.55866,11.70134
386.61866,12.13593
386.67867,12.57399
386.73867,13.01152
386.79868,13.44713
386.85869,13.88363
386.91869,14.31968
386.97870,14.75628
387.03870,15.18910
387.09871,15.62113
387.15872,16.05610
387.21872,16.49311
387.27873,16.92800
387.33873,17.35979
387.39874,17.79440
387.45875,18.22658
387.51875,18.65900
387.57876,19.09173
387.63876,19.52626
387.69877,19.96044
387.75878,20.39332
387.81878,20.82804
387.87879,21.26260
387.93879,21.69428
387.99880,22.12982
388.05881,22.56099
388.11881,22.99424
388.17882,23.42681
388.23882,23.86016
388.29883,24.29341
388.35884,24.72779
388.41884,25.16270
388.47885,25.59823
388.53885,26.03140
388.59886,26.46280
388.65887,26.89472
388.71887,27.32783
388.77888,27.76245
388.83888,28.19362
388.89889,28.62576
388.95890,29.05787
389.01890,29.49184
389.07891,29.92257
389.13891,30.35494
389.19892,30.78934
389.25893,31.21893
389.31893,31.65028
389.37894,32.08414
389.43894,32.51484
389.49895,32.94744
389.55896,33.38081
389.61896,33.81625
389.67897,34.24670
389.73897,34.68127
389.79898,35.11716
389.85899,35.54719
389.91899,35.97933
389.97900,36.41103
390.03900,36.84179
390.09901,37.27642
390.15902,37.71073
